wait_med,wait_p95,util,cancel_rate,profit_per_hr
2.96561561449991,26.878894507966688,98.09858373841917,22.997032640949556,22.993507168403337
0.0,11.52282871720808,89.40952440120155,9.561128526645767,21.30607421349049
0.397141912950687,20.804758069494806,92.22754800514082,13.18181818181818,21.662246562978808
0.0,20.180121740968815,82.61000192612033,16.030534351145036,20.76802899763193
0.2474500337779162,20.93632632480679,93.04388940113554,12.380952380952381,22.178620729978647
0.0,12.598718135620015,73.86568965680796,5.477308294209703,18.429730656170946
1.5559252720992678,17.453632473108073,96.48364584231122,14.452554744525548,21.878522329962003
4.5939082117075,30.122973488987775,99.68078362804502,24.649859943977592,23.86739016246497
1.2444187345720792,25.390922930086003,92.88287281810673,23.02936630602782,21.479412270017633
0.0,14.88267452856166,90.3306242489659,12.480974124809741,21.225315357549963
0.0,15.662424682660578,84.85258759185137,10.298507462686567,19.696504476867936
0.6130167846388446,20.676675541268196,93.47323225726042,14.792899408284024,22.34657868596904
0.0,11.700537190490202,84.70770226353804,8.320251177394034,20.327843599556697
2.383788159322311,22.625870921913783,95.19835050484372,23.660714285714285,23.128332838305955
0.0,19.436372359314447,92.02156146062768,15.088757396449704,22.199467399608636
0.0,8.674106931474663,72.3693979679568,6.327160493827161,18.078891462081845
1.7374144688067972,20.41783393943036,95.23467843072976,19.970193740685545,22.177128794817303
0.0,22.22130121083847,87.82263251208542,20.411392405063292,20.367951109512703
0.0,15.941884900817431,84.93185291224246,11.560693641618498,20.12457365817716
0.0,17.110261804851994,82.80524421428363,13.990461049284578,20.238628231961428
0.0,27.94549424589329,83.82791087974866,24.328593996840443,20.696536164781612
2.068473916242448,24.844080096861905,97.06717512225298,20.902255639097746,22.765950048693288
0.0,13.423786754767123,71.52471825466377,7.165109034267912,18.00766824425806
0.5710835437220707,22.122868618630918,90.12143216304665,16.25,21.9800555044636
0.17742185272087596,16.621241289946134,93.42136036702962,12.363067292644757,21.945385544806406
1.641430577782721,25.46079575557157,92.80174948993476,19.937205651491364,21.976311556120358
2.2201886165140294,35.56246386970432,97.81459326913013,27.727272727272727,22.908433017627416
2.8454294775937683,20.843063673669164,99.37321819065578,21.984732824427482,23.158846928787217
0.0,15.657424206224395,87.4548812738752,8.426966292134832,21.43441235709067
0.0,23.12774102164774,85.69428335264409,13.193403298350825,20.8661344364139
