wait_med,wait_p95,util,cancel_rate,profit_per_hr
1.5385616709449312,14.162218888538948,96.71565571307268,32.640949554896146,19.616959634876572
0.0,7.947684355114999,89.15026254731335,13.793103448275861,19.69609557933537
0.0,9.835942622519322,91.27688911370484,19.393939393939394,20.155035058483133
0.0,11.512705851139788,84.64920568133797,19.84732824427481,19.170816839305807
0.0,10.613012229234117,92.6958247288941,17.142857142857142,19.974551182218857
0.0,7.124777129467717,75.3308098634444,7.668231611893583,17.61790970835356
1.0276806657135928,9.509544897831033,95.14027615959743,23.065693430656932,19.827388096035605
4.767413682287014,16.073950807071657,99.65528144476735,34.87394957983193,19.737790403877057
0.0,14.510244856392566,89.61704017013096,30.29366306027821,19.40427904624151
0.0,9.18686977066279,88.86812058867618,17.04718417047184,19.54900832348862
0.0,8.345929567129899,84.19143856245273,14.328358208955224,18.36774242124595
0.0,11.228121768562291,90.67467076825585,21.301775147928996,20.17041542524114
0.0,8.125996771549424,84.99121908898923,10.675039246467819,19.566127860041544
1.48980639056294,11.366413298745705,96.56924047322678,32.589285714285715,19.702658087722263
0.0,12.50974895954449,91.98091493581015,23.224852071005916,19.9226548269182
0.0,6.4719575411267165,72.3377175461252,9.722222222222223,17.15233924743682
0.0816632066517009,10.886215262035202,93.9746828946887,28.166915052160952,20.26688031501992
0.0,10.840146054692125,88.37892781255347,27.37341772151899,18.521058044174723
0.0,8.42447160204976,85.5596404280937,16.61849710982659,18.847192301233164
0.0,7.032404512037612,82.73431879390833,16.85214626391097,18.744894526805247
0.0,14.43080992026801,82.36618155593027,31.911532385466035,18.439488848191065
1.3578362967316693,11.001926736972752,97.64016751622164,29.32330827067669,19.91305408981413
0.0,6.01508600552673,71.93979073885434,7.165109034267912,17.42264674277498
0.0,11.763330926034016,90.63136724807251,24.84375,19.555206997138928
0.0,9.154984345774434,93.54147967908402,18.466353677621285,19.925493263098648
0.0,13.601884559766681,93.42820130919294,28.100470957613815,19.694416320386093
1.2257222692711167,13.48498529838548,96.56514325793194,33.63636363636363,19.322135778872493
1.629571206965874,11.777733785223623,97.81984633629757,30.38167938931298,19.57136579309205
0.0,8.814499329777838,89.1329470621141,13.342696629213483,20.007649588179543
0.0,11.563655981361826,86.70960899859509,18.290854572713645,19.087448447457525
